GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),COUNTRY (CODE),STARTYEAR,ENDYEAR,COUNTRY (DISPLAY),COUNTRY (URL),AGEGROUP (CODE),AGEGROUP (DISPLAY),AGEGROUP (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),GHECAUSES (CODE),GHECAUSES (DISPLAY),GHECAUSES (URL),TIMEPERIOD (CODE),TIMEPERIOD (DISPLAY),TIMEPERIOD (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,1987,1987,,EMR,Eastern Mediterranean,,DJI,1987,1987,Djibouti,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,27.2 [19.1-36.5],27.20000,19.10000,36.50000,,,
BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,1995,1995,,EMR,Eastern Mediterranean,,DJI,1995,1995,Djibouti,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,24.8 [17.3-33.5],24.80000,17.30000,33.50000,,,
BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,2000,2000,,EMR,Eastern Mediterranean,,DJI,2000,2000,Djibouti,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,23.4 [16.4-31.4],23.40000,16.40000,31.40000,,,
BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,2008,2008,,EMR,Eastern Mediterranean,,DJI,2008,2008,Djibouti,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,21.2 [14.5-28.7],21.20000,14.50000,28.70000,,,
BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,2015,2015,,EMR,Eastern Mediterranean,,DJI,2015,2015,Djibouti,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,20.2 [12.4-30.0],20.20000,12.40000,30.00000,,,
BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,1988,1988,,EMR,Eastern Mediterranean,,DJI,1988,1988,Djibouti,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,26.9 [19.0-36.1],26.90000,19.00000,36.10000,,,
BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,1991,1991,,EMR,Eastern Mediterranean,,DJI,1991,1991,Djibouti,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,26.0 [18.3-35.1],26.00000,18.30000,35.10000,,,
BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,1997,1997,,EMR,Eastern Mediterranean,,DJI,1997,1997,Djibouti,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,24.2 [16.9-32.6],24.20000,16.90000,32.60000,,,
BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,1998,1998,,EMR,Eastern Mediterranean,,DJI,1998,1998,Djibouti,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,23.9 [16.8-32.2],23.90000,16.80000,32.20000,,,
BP_06,Mean systolic blood pressure (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2387,PUBLISHED,Published,,2005,2005,,EMR,Eastern Mediterranean,,DJI,2005,2005,Djibouti,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,130.3 [123.3-137.3],130.30000,123.30000,137.30000,,,
BP_06,Mean systolic blood pressure (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2387,PUBLISHED,Published,,2014,2014,,EMR,Eastern Mediterranean,,DJI,2014,2014,Djibouti,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,130.0 [121.8-138.6],130.00000,121.80000,138.60000,,,
BP_06,Mean systolic blood pressure (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2387,PUBLISHED,Published,,1977,1977,,EMR,Eastern Mediterranean,,DJI,1977,1977,Djibouti,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,132.6 [123.2-141.7],132.60000,123.20000,141.70000,,,
BP_06,Mean systolic blood pressure (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2387,PUBLISHED,Published,,1983,1983,,EMR,Eastern Mediterranean,,DJI,1983,1983,Djibouti,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,132.2 [124.6-139.8],132.20000,124.60000,139.80000,,,
BP_06,Mean systolic blood pressure (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2387,PUBLISHED,Published,,1984,1984,,EMR,Eastern Mediterranean,,DJI,1984,1984,Djibouti,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,132.1 [124.5-139.6],132.10000,124.50000,139.60000,,,
BP_06,Mean systolic blood pressure (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2387,PUBLISHED,Published,,1998,1998,,EMR,Eastern Mediterranean,,DJI,1998,1998,Djibouti,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,130.6 [123.2-137.7],130.60000,123.20000,137.70000,,,
BP_06,Mean systolic blood pressure (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2387,PUBLISHED,Published,,2001,2001,,EMR,Eastern Mediterranean,,DJI,2001,2001,Djibouti,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,130.4 [123.2-137.5],130.40000,123.20000,137.50000,,,
BP_06,Mean systolic blood pressure (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2387,PUBLISHED,Published,,1986,1986,,EMR,Eastern Mediterranean,,DJI,1986,1986,Djibouti,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,131.9 [124.3-139.3],131.90000,124.30000,139.30000,,,
BP_06,Mean systolic blood pressure (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2387,PUBLISHED,Published,,1987,1987,,EMR,Eastern Mediterranean,,DJI,1987,1987,Djibouti,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,131.8 [124.2-139.1],131.80000,124.20000,139.10000,,,
BP_06,Mean systolic blood pressure (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2387,PUBLISHED,Published,,2011,2011,,EMR,Eastern Mediterranean,,DJI,2011,2011,Djibouti,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,130.2 [122.6-137.7],130.20000,122.60000,137.70000,,,
BP_06,Mean systolic blood pressure (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2387,PUBLISHED,Published,,2012,2012,,EMR,Eastern Mediterranean,,DJI,2012,2012,Djibouti,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,130.1 [122.4-138.0],130.10000,122.40000,138.00000,,,
BP_06,Mean systolic blood pressure (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2387,PUBLISHED,Published,,2013,2013,,EMR,Eastern Mediterranean,,DJI,2013,2013,Djibouti,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,130.1 [122.1-138.3],130.10000,122.10000,138.30000,,,
BP_06,Mean systolic blood pressure (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2387,PUBLISHED,Published,,1983,1983,,EMR,Eastern Mediterranean,,DJI,1983,1983,Djibouti,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,130.3 [122.0-138.3],130.30000,122.00000,138.30000,,,
BP_06,Mean systolic blood pressure (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2387,PUBLISHED,Published,,1990,1990,,EMR,Eastern Mediterranean,,DJI,1990,1990,Djibouti,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,129.5 [121.9-137.3],129.50000,121.90000,137.30000,,,
BP_06,Mean systolic blood pressure (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2387,PUBLISHED,Published,,1997,1997,,EMR,Eastern Mediterranean,,DJI,1997,1997,Djibouti,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,128.6 [121.2-136.3],128.60000,121.20000,136.30000,,,
BP_06,Mean systolic blood pressure (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2387,PUBLISHED,Published,,2008,2008,,EMR,Eastern Mediterranean,,DJI,2008,2008,Djibouti,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,127.6 [120.0-135.1],127.60000,120.00000,135.10000,,,
BP_06,Mean systolic blood pressure (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2387,PUBLISHED,Published,,2009,2009,,EMR,Eastern Mediterranean,,DJI,2009,2009,Djibouti,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,127.5 [119.8-135.2],127.50000,119.80000,135.20000,,,
BP_06,Mean systolic blood pressure (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2387,PUBLISHED,Published,,1981,1981,,EMR,Eastern Mediterranean,,DJI,1981,1981,Djibouti,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,130.4 [121.7-138.8],130.40000,121.70000,138.80000,,,
BP_06,Mean systolic blood pressure (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2387,PUBLISHED,Published,,1982,1982,,EMR,Eastern Mediterranean,,DJI,1982,1982,Djibouti,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,130.3 [122.0-138.5],130.30000,122.00000,138.50000,,,
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1980,1980,,EMR,Eastern Mediterranean,,DJI,1980,1980,Djibouti,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,,,,5.2 [2.9-8.2],5.20000,2.90000,8.20000,,,
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1981,1981,,EMR,Eastern Mediterranean,,DJI,1981,1981,Djibouti,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,,,,5.4 [3.1-8.4],5.40000,3.10000,8.40000,,,
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1982,1982,,EMR,Eastern Mediterranean,,DJI,1982,1982,Djibouti,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,,,,5.6 [3.3-8.7],5.60000,3.30000,8.70000,,,
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1983,1983,,EMR,Eastern Mediterranean,,DJI,1983,1983,Djibouti,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,,,,5.8 [3.4-8.9],5.80000,3.40000,8.90000,,,
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1997,1997,,EMR,Eastern Mediterranean,,DJI,1997,1997,Djibouti,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,,,,8.7 [5.9-12.0],8.70000,5.90000,12.00000,,,
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1998,1998,,EMR,Eastern Mediterranean,,DJI,1998,1998,Djibouti,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,,,,8.9 [6.1-12.2],8.90000,6.10000,12.20000,,,
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1999,1999,,EMR,Eastern Mediterranean,,DJI,1999,1999,Djibouti,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,,,,9.1 [6.3-12.4],9.10000,6.30000,12.40000,,,
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,2000,2000,,EMR,Eastern Mediterranean,,DJI,2000,2000,Djibouti,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,,,,9.3 [6.5-12.7],9.30000,6.50000,12.70000,,,
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,2013,2013,,EMR,Eastern Mediterranean,,DJI,2013,2013,Djibouti,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,,,,12.6 [9.0-16.9],12.60000,9.00000,16.90000,,,
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,2014,2014,,EMR,Eastern Mediterranean,,DJI,2014,2014,Djibouti,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,,,,12.9 [9.2-17.3],12.90000,9.20000,17.30000,,,
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,2015,2015,,EMR,Eastern Mediterranean,,DJI,2015,2015,Djibouti,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,,,,13.2 [9.4-17.8],13.20000,9.40000,17.80000,,,
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,2016,2016,,EMR,Eastern Mediterranean,,DJI,2016,2016,Djibouti,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,,,,13.5 [9.5-18.3],13.50000,9.50000,18.30000,,,
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1980,1980,,EMR,Eastern Mediterranean,,DJI,1980,1980,Djibouti,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,7.9 [3.9-13.5],7.90000,3.90000,13.50000,,,
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1981,1981,,EMR,Eastern Mediterranean,,DJI,1981,1981,Djibouti,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,8.3 [4.2-13.7],8.30000,4.20000,13.70000,,,
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1982,1982,,EMR,Eastern Mediterranean,,DJI,1982,1982,Djibouti,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,8.6 [4.4-14.2],8.60000,4.40000,14.20000,,,
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1983,1983,,EMR,Eastern Mediterranean,,DJI,1983,1983,Djibouti,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,8.9 [4.7-14.5],8.90000,4.70000,14.50000,,,
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1997,1997,,EMR,Eastern Mediterranean,,DJI,1997,1997,Djibouti,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,12.6 [7.8-18.2],12.60000,7.80000,18.20000,,,
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1998,1998,,EMR,Eastern Mediterranean,,DJI,1998,1998,Djibouti,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,12.8 [8.0-18.5],12.80000,8.00000,18.50000,,,
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1999,1999,,EMR,Eastern Mediterranean,,DJI,1999,1999,Djibouti,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,13.1 [8.3-18.8],13.10000,8.30000,18.80000,,,
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,2000,2000,,EMR,Eastern Mediterranean,,DJI,2000,2000,Djibouti,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,13.3 [8.5-19.1],13.30000,8.50000,19.10000,,,
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,2013,2013,,EMR,Eastern Mediterranean,,DJI,2013,2013,Djibouti,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,17.3 [11.5-24.3],17.30000,11.50000,24.30000,,,
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,2014,2014,,EMR,Eastern Mediterranean,,DJI,2014,2014,Djibouti,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,17.6 [11.7-24.8],17.60000,11.70000,24.80000,,,
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,2015,2015,,EMR,Eastern Mediterranean,,DJI,2015,2015,Djibouti,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,18.0 [11.8-25.4],18.00000,11.80000,25.40000,,,
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,2016,2016,,EMR,Eastern Mediterranean,,DJI,2016,2016,Djibouti,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,18.3 [12.0-26.0],18.30000,12.00000,26.00000,,,
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1980,1980,,EMR,Eastern Mediterranean,,DJI,1980,1980,Djibouti,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,2.2 [0.8-4.9],2.20000,0.80000,4.90000,,,
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1981,1981,,EMR,Eastern Mediterranean,,DJI,1981,1981,Djibouti,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,2.3 [0.8-5.1],2.30000,0.80000,5.10000,,,
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1982,1982,,EMR,Eastern Mediterranean,,DJI,1982,1982,Djibouti,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,2.4 [0.9-5.3],2.40000,0.90000,5.30000,,,
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1983,1983,,EMR,Eastern Mediterranean,,DJI,1983,1983,Djibouti,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,2.6 [1.0-5.4],2.60000,1.00000,5.40000,,,
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1997,1997,,EMR,Eastern Mediterranean,,DJI,1997,1997,Djibouti,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,4.7 [2.3-8.3],4.70000,2.30000,8.30000,,,
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1998,1998,,EMR,Eastern Mediterranean,,DJI,1998,1998,Djibouti,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,4.9 [2.4-8.5],4.90000,2.40000,8.50000,,,
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1999,1999,,EMR,Eastern Mediterranean,,DJI,1999,1999,Djibouti,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,5.0 [2.5-8.7],5.00000,2.50000,8.70000,,,
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,2000,2000,,EMR,Eastern Mediterranean,,DJI,2000,2000,Djibouti,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,5.2 [2.5-8.9],5.20000,2.50000,8.90000,,,
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,2013,2013,,EMR,Eastern Mediterranean,,DJI,2013,2013,Djibouti,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,7.8 [4.0-12.9],7.80000,4.00000,12.90000,,,
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,2014,2014,,EMR,Eastern Mediterranean,,DJI,2014,2014,Djibouti,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,8.1 [4.1-13.5],8.10000,4.10000,13.50000,,,
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,2015,2015,,EMR,Eastern Mediterranean,,DJI,2015,2015,Djibouti,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,8.3 [4.2-14.0],8.30000,4.20000,14.00000,,,
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,2016,2016,,EMR,Eastern Mediterranean,,DJI,2016,2016,Djibouti,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,8.6 [4.3-14.5],8.60000,4.30000,14.50000,,,
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1980,1980,,EMR,Eastern Mediterranean,,DJI,1980,1980,Djibouti,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,,,,4.2 [2.3-6.8],4.20000,2.30000,6.80000,,,
